,Title,Lyrics
10,Apokalipsa ,"Ciało znaleźli jej pod żerdzią,
nikt nie pamiętał przyszła skąd.
Jedynie co poniektórzy chcą twierdzić, 
tutaj przybycie jej to był jej błąd

Gdzieś tam jej bliscy myślą, że ma się dobrze,
cztery lata z kawałkiem jak poszła sobie.
Gdzieś tam jej bliscy myślą, że ma się całkiem,
zupełnie dobrze, a przecież stało się źle.

Wisząc, wisząc, wisząc, wisząc,
wisząc żebrem na żerdzi, czuła życie uchodzi
wisząc sztywno wysoko, ból czuła głęboko.
Wisząc niczym manekin, nisko tak przywiązana,
czekać długo musiała, czekać miała do rana.
Prawie, wisząc, płacząc i wisząc.

Gdzieś tam jej bliscy myślą, że ma się dobrze,
cztery lata z kawałkiem jak poszła sobie.
Gdzieś tam jej bliscy myślą, że ma się całkiem, 
zupełnie dobrze, a przecież stało się źle.

Patrząc jak ludzie się tu zebrali,
w tłumie gapiących się razem stałem.
Patrząc jak ludzie ją wykopywali 
nad swoim i jej losem zapłakałem.

Gdzieś tam jej bliscy myślą, że ma się dobrze, 
cztery lata z kawałkiem jak poszła sobie.
Gdzieś tam jej bliscy myślą, że ma się całkiem, 
zupełnie dobrze, a przecież stało się źle."
11,Arahja ,"Mój dom murem podzielony 
Podzielone murem schody 
Po lewej stronie łazienka 
Po prawej stronie kuchenka 

Mój dom murem podzielony 
Podzielone murem schody 
Po lewej stronie łazienka 
Po prawej ... 

Moje ciało murem podzielone 
Dziesięć palców na lewą stronę 
Drugie dziesięć na prawą stronę 
Głowy równa część na każdą stronę 

Moje ciało murem podzielone 
Dziesięć palców na lewą stronę 
Drugie dziesięć na prawą stronę 
Głowy równa część na każdą stronę 

Moja ulica murem podzielona 
Świeci neonami prawa strona 
Lewa strona cała wygaszona 
Zza zasłony obserwuję obie strony 

Moja ulica murem podzielona 
Świeci neonami prawa strona 
Lewa strona cała wygaszona 
Zza zasłony obserwuję obie strony 

Moja ulica murem podzielona 
Świeci neonami prawa strona 
Lewa strona cała wygaszona 
Zza zasłony obserwuję obie strony 

Lewa! strona nigdy się nie budzi 
Prawa! strona nigdy nie zasypia 
Lewa! strona nigdy się nie budzi 
Prawa! strona nigdy nie zasypia 
Lewa! strona nigdy się nie budzi 
Prawa! strona nigdy nie zasypia 
Lewa! strona nigdy się nie budzi 
Prawa! strona nigdy nie zasypia 
Lewa! strona nigdy się nie budzi 
Prawa! strona nigdy nie zasypia 
Lewa! strona nigdy się nie budzi 
Prawa! strona nigdy nie zasypia 
Lewa! strona nigdy się nie budzi 
Prawa! strona nigdy nie zasypia"
12,Artysci niezależni ,"My artyści tak zwani niezależni 
Mamy powód poważny na zmartwienia 
Dosyć mamy sterczenia pod oknami 
Czemu nie jesteśmy w końcu doceniani? 

My artyści tak z kręgu podziemnego 
Mamy powód na rozterki gorące 
Skoro robimy tak fantastyczne rzeczy 
Czemu się nie przekłada to na pieniądze? 

Znał ich Jarek, znał ich Kazimierz 
Teraz ich dużo mniej chcą znać 
Czasem zupełnie prosty egzamin 
A nie da rady jego zdać 

My artyści alternatywnej sfery 
Mamy powód poważny do myślenia 
Skoro jesteśmy tą kontrą radykalną 
Czemu się u nas zupełnie nic nie zmienia? 

Znał ich Jarek, znał ich Kazimierz 
Teraz ich dużo mniej chcą znać 
Czasem zupełnie prosty egzamin 
A nie da rady jego zdać 

My artyści indyfyryntnej formy 
Mamy całe noce do szukania 
Przecież jeśli czynimy w opozycji 
Gdzie są nasi wrogowie do zwalczania? 

My artyści pokłóconego klanu 
Córy i syny pokłóconej rodziny 
Dosyć mamy sterczenia pod oknami 
Wszyscy artyści są tacy sami."
13,Axe ,"Za oknem, za oknem ucieka wieś 
Dach domu czyjegoś 
Za oknem, za oknem ucieka wieś 
Dach domu czyjegoś 
Dnia potężna moc wypiera noc 
Dnia potężna moc wypiera noc 
A śpiący czytają gazety obok mnie 
A to nie powtórzy się 
Śpiący czytają gazety obok mnie 
A to nie powtórzy się 

Ty wiesz, czasem czuję jakbym myślał przez ciebie 
Wiesz, czasem czuję jakbym myślał przez ciebie 
Wiesz, czasem czuję jakbym myślał przez ciebie 
A muzyka, muzyka, muzyka gra, a dzień ucieka 
A muzyka, muzyka, muzyka gra, a dzień ucieka 
Zrośnięty z fotelem ktoś marnuje się sam 
Zrośnięty z fotelem ktoś marnuje się sam 
Zrośnięty z fotelem ktoś marnuje się sam 
A ty wiesz, ty wiesz, ty wiesz, ty wiesz 
Ty wiesz, ty wiesz, ty wiesz, ty wiesz 
Ty wiesz, czasem czuję jakbym myślał przez ciebie 
Wiesz, czasem czuję jakbym myślał przez ciebie 
Wiesz, czasem czuję jakbym myślał przez ciebie 

Piasek, piasek, piasek na plaży jest na mojej twarzy 
To piasek, piasek, piasek na plaży jest na mojej twarzy 
A to szum wody słonej, ja siedzę tu pochylony 
Szum wody słonej, siedzę tu pochylony 
I czuję ciebie gdzieś tu obok mnie 
Czuję ciebie gdzieś tu obok mnie 
Czuję ciebie gdzieś tu obok mnie 
Czuję ciebie, a ty wiesz że 
Ty wiesz, czasem czuję jakbym myślał przez ciebie 
Wiesz, czasem czuję jakbym myślał przez ciebie 
Wiesz, czasem czuję jakbym myślał przez ciebie."
14,Babilon ,"Hej, dzisiaj przeczytałem, ze złotego tronu 
Przyjechał tutaj król wielkiego Babilonu 
Z dala od niego, w pewnej odległości 
Stoi tłum niewolników własnej wolności 
Z dala policja czeka w pogotowiu 
Czeka na rozkaz, na rozkaz bojowy 
Ale patrz dalej, tam proboszcz błogosławi 
Armię jadacą na wojnę błogosławi 
Jego natura, to być nienaturalnym 
Klamać i pluć wokoło to jego natura 

Hej, zbiera pieniadze i odpuszcza grzechy 
Oni mu więc płacą i już są bez winy 
Chlapie wodą z kranu kościelne obrazy 
Morderca ich dotyka i już jest bez skazy 
Bo kultura Kościoła, to być niekulturalnym 
Spalić wszystko prawdziwe to jego kultura 

Hej, cesarz teraz wita się z dowódcą Kościoła 
A potem wydaje wyroki śmierci w imię Boga 
A oni dalej modlą się do barwnych napisów 
Nic nie rozumiejąc w swoim krótkim życiu 
A ja bardzo dobrze rozumiem ten stan 
Ja przecież kiedyś byłem taki sam 

Hej, wszystko dla Kościoła, pieniądze i złoto 
Benzyna, alkohol, pieniądze i czołgi 
Teraz z dala podbiega biskup, pokazuje 
Gdzie długa modlitwa każdego obowiązuje 
Kiedyś tu był stos, na którym palono 
A potem Kościół krzyczał, że ich odkupiono 
Prałat - Ajatollah chcą naszej ofiary 
Chcą wojny w imię Boga, chcą niewiernym kary 

A ja teraz wiem, naprawdę wiele wiem 
Wiem, że kościół babiloński czyni ziemię złem 
A ja teraz wiem, naprawdę wiele wiem 
Babilon wielki uczynił ziemię złem 
A ja teraz wiem, naprawdę wiele wiem 
Wiem, że kościół babiloński czyni ziemię złem 
A ja teraz wiem, naprawdę wiele wiem 
Babilon wielki uczynił ziemię złem."
15,Bal kreślarzy ,"Patrz płynie kolorowych świateł nad Sekwaną sznur 
W dolinie grzmi Paryża nocny śpiew jak świerszczy chór 
Jak noże czarne ostrza dachów kroją nieba tło 
W nich okno lśni, tam jak i Ty, ktoś spać nie może 

Dziś w chambre de bonnie bal kreślarzy 
Każdy wytworny jest jak lord 
Nikt dnia tu wspomnieć się nie waży 
Ni pracy, praca - chamski sport 
Odbijaj flaszkę, żądz nie kiełznaj 
Na orbitę wszyscy wraz 
Bo gdy tak człek od rana pełza 
To wieczór spędzić chce wśród gwiazd 
I Ty tu jesteś, Ty o rękach 
Co tak gotycki mają rys 
I piękna jesteś jak jutrzenka 
W swoich sukienkach z  Marché aux Puces
Chciałbym się zbliżyć ukochana 
Do uszka nucić Ci mój śpiew 
Cóż kiedy leżysz na dwóch panach 
A między nami kran i zlew 

Któż umie tak jak Polak mówiąc milczeć, milcząc pić 
Tak szumieć, tak o słowo jedno zaraz w mordę bić 
Ech biada, te gotyckie ręce znów nie tam gdzie trza 
Darujcie mi wybite drzwi łbem żabojada 

Dziś w chambre de bonnie draka w sali 
Znowu z lokalem będzie źle 
Cóż gdy żabojad się napali 
To zawsze może nadziać się 
Co mi ich franki, ich ostrygi 
Wywiozłem z Polski com tam miał 
I zawsze mogę bez fatygi 
Przygrzmocić temu co bym chciał 
Cóż z tego, że wybiegła za nim 
Że mu w banioli skleją łeb 
Cóż, że dla niego zdejmie stanik 
Ja mam swój cios on tylko sklep 
Więc wolę zrzec się mych karesów 
I z wami moją whisky pić 
Na całe życie bez adresu 
Ale z imieniem własnym być 
Cóż z tego, że wybiegła za nim 
Każdy urządzić się jest rad 
I bierze on ten towar tani 
A mój jest przecież cały świat 
Więc jeszcze seta, znakomicie 
Padniemy, ale zgódźcie się 
Że z tylu różnych dróg przez życie 
Każdy ma prawo wybrać źle."
16,Ballada o dwóch siostrach ,"Były dwie siostry: noc i śmierć 
Śmierć większa a noc mniejsza 
Noc była piękna jak sen a śmierć | 
Śmierć była jeszcze piękniejsza |2x 

Hej noony noony! Haj noony na! 
Śmierć była jeszcze piękniejsza 

Usługiwały siostry dwie 
W gospodzie koło rzeczki 
Przyszedł podróżny i woła: Hej! | 
Usłużcie mi szynkareczki |2x 

Hej noony noony! Haj noony na! 
Usłużcie mi szynkareczki 

Więc zaraz lekko podbiegła noc 
Ta mniejsza, wiecie ta modra 
Nalała, gość się popatrzył w szkło: | 
Zacny - powiada - kordiał |2x 

Hej noony noony! Haj noony na! 
Zacny - powiada - kordiał 

Lecz zaraz potem podbiegła śmierć 
Podbiegiem jeszcze lżejszym 
Podróżny cmok! A kielich brzęk! | 
Bo kordiał był zacniejszy |2x 

Hej noony noony! Haj noony na! 
Bo kordiał był zacniejszy 

Spełnił podróżny kielich do dna 
I już nie mówił z nikim 
Widząc, że druga siostra ma | 
Dużo piękniejsze kolczyki |2x 

Hej noony noony! Haj noony na! 
Dużo piękniejsze kolczyki 

Taką ballade w słotny czas 
W oberży ""Trzy Korony"" 
Śpiewał mi hej! w Dublinie raz | 
John Burton - John nad Johny |2x 

Hej noony noony! Haj noony na! 
John Burton - John nad Johny 

Dublin to z balladami kram 
Niejedną tam się złowi 
Więc to, com kiedyś słyszał tam | 
Powtarzam Krakowowi |2x 

Hej noony noony! Haj noony na! 
Powtarzam Krakowowi."
17,Baranek ,"Ech ci ludzie, to brudne świnie 
Co napletli o mojej dziewczynie 
Jakieś bzdury o jej nałogach 
No to po prostu litość i trwoga
Tak to bywa gdy ktoś zazdrości 
Kiedy brak mu własnej miłości
Plotki płodzi, mnie nie zaszkodzi żadne obce zło 
Na mój sposób widzieć ją  

Na głowie kwietny ma wianek 
W ręku zielony badylek
A przed nią bieży baranek
A nad nią lata motylek 
A przed nią bieży baranek
A nad nią lata motylek 

Krzywdę robią mojej panience 
Opluć chcą ją podli zboczeńcy 
Utopić chcą ją w morzu zawiści 
Paranoicy, podli sadyści 
Utaplani w brudnej rozpuście 
A na gębach fałszywy uśmiech 
Byle zagnać do swego bagna, ale wara wam 
Ja ją przecież lepiej znam 

Na głowie kwietny ma wianek 
W ręku zielony badylek 
A przed nią bieży baranek 
A nad nią lata motylek 
A przed nią bieży baranek
A nad nią lata motylek 

Znów widzieli ją z jakimś chłopem 
Znów pojechała do St. Tropez 
Znów męczyła się, Boże drogi 
Znów na jachtach myła podłogi 
Tylko czemu ręce ma białe 
Chciałem zapytać, zapomniałem 
Ciało kłoniąc skinęła dłonią wsparła skroń o skroń 
I znów zapadłem w nią jak w toń 

Ach, dziewczyna pięknie się stara 
Kosi pieniądz, ma jaguara 
Trudno pracę z miłością zgodzić 
Rzadziej może do mnie przychodzić 
Tylko pyta kryjąc rumieniec 
Czemu patrzę jak potępieniec 
Czemu zgrzytam, kiedy się pyta czy ma ładny biust 
Czemu toczę pianę z ust 

Na głowie kwietny ma wianek 
W ręku zielony badylek 
A przed nią bieży baranek 
A nad nią lata motylek
A przed nią bieży baranek
A nad nią lata motylek"
18,Barrum ,"Nowe teorie wyruszają na podboje 
Popatrz tylko, co się może stać 
Gdy pięćdziesiąt lat porządku, ogólnej szczęśliwości 
Rozpada się w godzinę i minut czterdzieści pięć 

Gdzie są te idee, które obiecały wiele? 
Popatrz tylko, co się tutaj dzieje 
Po jednej stronie jest bałagan, przemoc i wojny 
Po drugiej stronie życie płynie spokojnie 

Prawdy się zmieniają, tak mówią po tej stronie 
Prawdy się zmieniają, rób co chcesz 
Nie, nie, to czasy się zmieniają - jestem pewien, co ja mówię 
Ale prawda tylko jedna jest 

Gdzie są te idee, które obiecały wiele? 
Popatrz tylko, co się tutaj dzieje 
Na tonącym statku jeszcze, jeszcze gra orkiestra 
Rodzina tu jest także bliska i daleka 

Prawdy się zmieniają, tak mówią po tej stronie 
Prawdy się zmieniają, rób co chcesz 
Nie, nie, to czasy się zmieniają - jestem pewien, co ja mówię 
Ale prawda tylko jedna jest 

To prawdy się zmieniają, tak mówią po tej stronie 
Prawdy się zmieniają, rób co chcesz 
A tylko czasy się zmieniają - jestem pewien, co ja mówię 
Prawda, prawda tylko jedna jest."
19,Bezbronni w furii ,"Bezbronni w domu, bezbronni poza domem
Kiedy się świat nasz wali, gdy serce nasze płonie
Bezbronni w ogniu, bezbronni na papierze
Przez to co mówią, ja w tego Boga już nie wierzę

Bezbronni w furii, bezbronni w swym spokoju
Nie podołamy temu, czego się każdy boi
Na los swój przeznaczeni bezbronni się zebrali
I tylko krzyk przedziwny dobiega gdzieś z oddali

Jak bądź, tylko ze mną siebie sądź, jak bądź
Jak bądź, tylko tutaj ze mną siądź, jak bądź

Bezbronni w furii, bezbronni w swoim lęku,
Którym się opasali, bezbronni w swoim kręgu
Bezbronni teraz, nie wiedząc co się stanie
Kto teraz stanie na nasze zawołanie

Jak bądź, tylko ze mną siebie sądź, jak bądź
Jak bądź, tylko tutaj ze mną siądź, jak bądź

Bezbronni w błocie niczym posłowie w sejmie
Zapamiętacie, gdy ja Cię z tego krzyża zdejmę
Bezbronni w furii, którą się otoczyli
Kochać i nienawidzić się już nauczyli

Jak bądź, tylko ze mną siebie sądź, jak bądź
Jak bądź, tylko tutaj ze mną siądź, jak bądź

Jak bądź, tylko ze mną siebie sądź, jak bądź
Jak bądź, tylko tutaj ze mną siądź, jak bądź"
20,Bliskie spotkanie 3 stopnia ,"Ja mam dwie ręce i nogi dwie 
Jedną głowę posiadam też 
Wychyliłem się na trzy ćwierci 
Aby zobaczyć, czy coś z daleka leci 

Leciał z góry świetlisty wóz 
Pomyślałem że to koniec mój już 
Chciałem uciekać, lecz w miejscu stałem 
A to ty wylądowałeś 

Masz trzy ręce i nogi cztery 
Jedną głowę, ale par oczu wiele 
Wychyliłeś się z tego wozu 
A to stałem ja, tu na rozdrożu 

Obejrzałem sobie dokładnie ciebie 
Tak jak ty obejrzałeś mnie 
Pokazałeś ręką na niebo 
Ale tego tłumaczyć mi nie było potrzeba 

Jeśli rozumiesz co do ciebie mówię 
Daj mi znać środkową ręką ku górze 
Jeśli rozumiesz co do ciebie mówię 
Daj mi znać środkową ręką ku górze 

Jeśli jeszcze nie wiesz o co tu chodzi 
Spróbuje ci pomóc poszukać odpowiedzi 
Ale sam nie bardzo rozumiem 
Czemu jeden z nożem za drugim biegnie 

Nie złość się, bo to nie powód do złości 
Obejrzymy dziś razem wieczorne wiadomości 
Pytasz czemu jeden do drugiego strzela 
To właśnie się bogaci producent miecza 

Rozglądasz się z trwogą dookoła 
Ja wiem, to o pomstę do nieba woła 
Ohydne sytuacje tak znormalnione 
Tutaj dobry interes jest prowadzić wojnę 

Jeśli rozumiesz co do ciebie mówię 
Daj mi znać środkową ręką ku górze 
Jeśli rozumiesz co do ciebie mówię 
Daj mi znać środkową ręką ku górze 

Tu interes przemocy napełnia złota worki 
Daje ludziom pracę i daje zyski 
Pytasz czy to można wszystko zatrzymać 
Nie, złotej kury nie powinno się zarzynać 

Tu jedni ludzie płaczą gdy inni sie bogacą 
I za taki stan rzeczy swoim sługom płacą 
Ja coś mówię, ale w swoje tłumaczenia nie wierzę 
Jestem tylko grajkiem, a nie Papieżem 

Jeśli rozumiesz co do ciebie mówię 
Daj mi znać środkową ręką ku górze 
Jeśli rozumiesz co do ciebie mówię 
Daj mi znać środkową ręką ku górze 

Raz , dwa , trzy... 

Widzę, widzę... 
Widzę po twej minie, wiesz już o co chodzi 
Kto i co na tym świecie rządzi 
I nie wiem czy traktujesz to trochę jak bajkę 
Wsiadasz i dalej w powrotną drogę 

Masz trzy ręce i nogi cztery 
Jedną głowę, ale par oczu wiele 
I ostatni raz patrzysz za siebie 
Zniesmaczony znikasz na niebie 

Jeśli rozumiesz co do ciebie mówię 
Daj mi znać środkową ręką ku górze 
Jeśli rozumiesz co do ciebie mówię 
Daj mi znać środkową ręką ku górze."
