,Title,Lyrics
10,Brandy & Coke ,"Greasy slicked down body
Groovy leather trim
I like the way ya hold the road
Mama, it ain't no sin
Talking 'bout love
I'm talking about love
I'm talking 'bout

Ooh, trouble-free transmission
Helps your oil's flow
Mama, let me pump your gas
Mama, let me do it all
I'm talking 'bout love, ah
Talking 'bout love, oh
Talking 'bout

Check that heavy metal
Underneath your hood
Baby, I can work all night
Believe I got the perfect tools
Talking 'bout love
Talking about love
Talking 'bout

Automobile with cover
Really built with style
Special is tradition
Mama, let me feast my eyes
Talking 'bout love
Talking about love
Talking 'bout

Factory air-conditioned
Heat begins to rise
Guaranteed to run for hours
Mama, your the perfect size
Talking 'bout love
I'm talking about love
Talking about

Grooving on the freeway
Gauges all are red
Gun down on my gasoline
Believe I'm gonna crack your head
Talking 'bout love
Talking 'bout love
I'm talking 'bout

I can't stop talking about
I can't stop talking about

Oh yeah yes-ah
Drive on!

Oh yeah, yeah, yeah, yeah, yes
I'm coming through

Come to me for service
Every hundred miles
Baby, let me check your points
Fix your overdrive
Talking 'bout love
I'm talking about love
I'm talking about

Oh yes, fully automatic
Comes in any size
Makes me wonder what I did
Before we synchronized
Talking about love
I'm talking about love
I'm talking 'bout

Oh oh, feather-light suspension
Konis couldn't hold
I'm so glad I took a look
Inside your showroom doors
Talking 'bout love
Talking 'bout love
Talking 'bout, I can't, I can't

Oh I can't stop talking about love
I can't stop talking about love

Oh let me go on down, go on down
Go on down, go on down, go on down, yes

I can't stop talking about
I can't stop talking about love, hey
I can't stop talking about love or my baby
I can't stop talking about love, my baby
My baby, my baby, yeah!"
11,Bring It On Home ,"Baby, baby... I'm gonna bring it on home to you. 
I've got my ticket, I've got that load. Got up, gone higher, all aboard. 
Take my seat, right way back. ooh yeah. Watch this train roll down the track. 
I'm gonna bring it on home, Bring it on home to you. 
Watch out, watch out... 

Try to tell you baby, what you tryin' to do? 
Tryin' to love me baby, love some other man too. 
Bring it on home... 

Went a little walk downtown, messed and got back late. 
Found a note there waiting, it said, ""Daddy, I just can't wait."" 
Bring it on home... Bring it back home to me baby... 

Tell you, pretty baby, you love to mess me `round. 
I'm gonna give you lovin', baby, gonna move you out o' town. 
Bring it on home... 

Sweetest little baby, daddy ever saw. 
I'm gonna give you lovin' baby, I'm gonna give you more. 
Bring it on home... 

Bring it on home, Bring it on home to you..."
12,Bring It On Home (Rough Mix) ,"All you pretty women, sittin' out all night long,
I gotta tell you baby, you gonna seduce me all night long,
Bring it on home, bring it on home, bring it on home.

Keep on messin' me baby, keep messin' me around,
Come home with the mornin' sun, boogie all night,
Bring it on home, bring it on home, ooh bring it on home.
Alright.

I don't care sweet baby, what your money's sayin',
I'm gonna give you sweet lovin' cryin' your gonna, boogie night and day,
Bring it on home, bring it on home, bring it on home, bring it on home.
Home, home, home, home, home, ooh yeah.
You got it, you got it."
13,Bron Y Aur Stomp ,"Ah caught you smiling at me, That's the way it should be, 
Like a leaf is to a tree, so fine. 

Ah all the good times we had, I sang love songs so glad 
Always smiling, never sad, so fine. 

Chorus
As we walk down the country lanes, I'll be singing a song, 
Hear me calling your name. 
Hear the wind within the trees, Telling Mother Nature 'bout you and me. 

Well if the sun shines so bright, Or on our way it's darkest night 
The road we choose is always right, so fine. 

Ah can your love be so strong When so many loves go wrong 
Will our love go on and on... 

* Chorus 

My, my la de la come on now it ain't too far, 
Tell your friends all around the world, 
Ain't no companion like a blue eyed merle. 
Come on now well let me tell you, 
What you're missing, missing, 'round them brick walls. 

So of one thing I am sure, It's a friendship so pure, 
Angels singing all around my door, so fine. 
Yeah, ain't but one thing to do Spend my natural life with you, 
You're the finest dog I knew, so fine. 

When you're old and your eyes are dim, There ain't no old Shep gonna happen again, 
We'll still go walking down country lanes, I'll sing the same old songs, 
Hear me call your name."
14,C'mon Everybody ,"Well, c'mon everybody, let's get together
I got some money in my jeans
And I'm really gonna spend it right
Well, I been a-doin' my homework all week long
Now the house's empty and the folks are gone
Ah, who cares, c'mon everybody

Well my baby's number one 
But I'm gonna dance with three or four
And the house'll be shakin' 
From the bare feet slappin' the floor
Ooh, when you hear that music you can't sit still
If your brother won't rock you then your sister will
Ah, c'mon everybody, whoa yeah

Well, we're gonna have a party 
But we better put a guard outside
If the folks come home I'm afraid 
They're gonna have my hide
Well, there'll be no more movies for a week or two
No more runnin' round with the usual crew
Oh, now well, who cares, c'mon 
Why don't you, please, a-whoa, whoa"
15,Candy Store Rock ,"Well... Oh baby baby. Don't you want a man like me? 
Oh baby baby, I'm just as sweet as anybody could be 
Oh baby baby, I want to look to your eyes, of blue 
Oh baby baby, It's more than anybody else could do 

Well... Oh baby baby. You know when I see you walkin down the street 
Oh baby baby, Well you lookin good enough to eat 
Oh baby baby, I dont believe I've tasted this before 
Oh baby baby, I want it now 
And every mouthfull more of you. 

Talk about you, Yeah. 

Oh baby baby, You know that I wanted it more 
Oh baby baby, I'm about to kiss goodbye to this store 
Oh baby baby, It ain't the wrapping that sells the goods 
Oh baby baby, I got a sweet tooth when my mouth is full of you. 

Ooh baby oh baby its alright, its alright 
Ohh baby its alright...its alright 

Well, oh baby, baby, oh you sting like a bee
Oh baby, baby, I like your honey and it sure likes me
Oh baby, baby, I got my spoon inside your jar
Oh baby, baby, don't give me too much, don't make me starve

Oh baby, baby, sugar sister on a silver plate
Oh baby, baby, I need a mouthful and I just can't wait
Oh baby, baby, see the shaking in my hand
Oh baby, baby, don't mean to fumble but it tastes so grand
Tastes so grand, tastes so grand, baby it's alright 

Oh baby it's alright, oh it's alright 
It's alright... (repeat)"
16,Carouselambra ,"Sisters of the way-side bide their time in quiet peace, 
Await their place within the ring of calm; 
Still stand to turn in seconds of release, 
Await the call they know may never come. 
In times of lightness, no intruder dared upon 
To jeopardize the course, upset the run; 
And all was joy and hands were raised toward the sun 
As love in the halls of plenty overrun. 

Still in their bliss unchallenged mighty feast, 
Unending dances shadowed on the day. 
Within their walls, their daunting formless keep, 
Preserved their joy and kept their doubts at bay. 
Faceless legions stood in readiness to weep, 
Just turn a coin, bring order to the fray; 
And everything is soon no sooner thought than deed, 
But no one seemed to question in anyway. 

How keen the storied hunter's eye prevails upon the land 
To seek the unsuspecting and the weak; 
And powerless the fabled sat, too smug to lift a hand 
Toward the foe that threatened from the deep. 
Who cares to dry the cheeks of those who saddened stand 
Adrift upon a sea of futile speech? 
And to fall to fate and make the 'status plan' 
Where was your word, where did you go? 
Where was your helping, where was your bow? Bow. 
Dull is the armour, cold is the day. 
Hard was the journey, dark was the way. Way. 
I heard the word; I couldn't stay. Oh. 
I couldn't stand it another day, another day, 
Another day, another day. 

Touched by the timely coming, 
Roused from the keeper's sleep, 
Release the grip, throw down the key. 

Held now within the knowing, 
Rest now within the peace. 
Take of the fruit, but guard the seed. 

They had to stay! 

Held now within the knowing, 
Rest now within the beat. 
Take of the fruit, but guard the seed..."
17,Celebration Day ,"Her face is cracked from smiling, all the fears that she's been hiding, 
And it seems pretty soon everybody's gonna know. 
And her voice is sore from shouting, cheering winners who are losing, 
And she worries if their days are few and soon they'll have to go. 

*My, my, my, I'm so happy, I'm gonna join the band, 
We are gonna dance and sing in celebration, We are in the promised land. 

She hears them talk of new ways to protect the home she lives in, 
Then she wonders what it's all about when they break down the door. 

Her name is Brown or White or Black, you know her very well, 
You hear her cries of mercy as the winners toll the bell. 

* Chorus 
There is a train that leaves the station heading for your destination, 
But the price you pay to nowhere has increased a dollar more. 
Yes, it has! 
And if you walk you're gonna get there though it takes a little longer, 
And when you see it in the distance you will wring your hands and moan."
18,Communication Breakdown ,"Hey, girl, stop what you're doin'!
Hey, girl, you'll drive me to ruin.
I don't know what it is that I like about you, but I like it a lot.
Won't let me hold you, Let me feel your lovin' charms.

Chorus:
Communication Breakdown, It's always the same,
I'm having a nervous breakdown, Drive me insane!

Hey, girl, I got something I think you ought to know.
Hey, babe, I wanna tell you that I love you so.
I wanna hold you in my arms, yeah!
I'm never gonna let you go,'Cause I like your charms."
19,Custard Pie ,"Drop down, baby, let your daddy see. 
Drop down, mama, just dream of me 
Well, my mama allow me to fool around all night long 
Well, I may look like I'm crazy, I should know right from wrong 
See me comin', throw your man out the door 
Ain't no stranger, been this way before 
See me comin', mama, throw your man out the door 
I ain't no stranger, I been this way before. 

Put on your night shirt and your morning gown 
You know by night I'm gonna shake 'em down 
Put on your night shirt Mama, and your morning gown 
Well, you know by night I'm gonna shake 'em down 
Your custard pie, yeah, sweet and nice 
When you cut it, mama, save me a slice 
Your custard pie, I declare, it's sweet and nice 
I Like your custard pie 
When you cut it, mama... mama, please save me a slice. 

Save me a slice of your custard pie. 
Drop down"
20,D'yer Maker ,"oh oh oh oh oh
you don't have to go
oh oh oh oh
you don't have to go
oh oh oh oh
you don't have to go

Aye ah ah ah ah Aye
All those tears I cry
Aye ah ah aye
All those tears I cry
oh oh ah aye
baby please don't go

When I read the letter you wrote me
it made me mad mad mad
when I read the words that it told me
it made me sad sad sad
but I still love you so
I can't let you go
I love you
oh baby I love you

oh oh oh oh oh oh
every breath I take
oh oh oh oh
ohh every move I make
oh baby please don't go

Ah ah ah ah ah aye
you hurt me to my soul
oh oh oh oh
you hurt me to my soul
oh oh oh oh
darling please don't go

when I read the letter you sent me
it made me mad mad mad
when I read the news that it told me
it made me sad sad sad
but I still love you so
and I can't let you go
I love you
oh baby I love you

Solo

Oh oh oh oh oh oh
you don't have to go
oh oh oh oh
you don't have to go
oh oh oh oh
oh baby, baby, please please please
uh uh uh uh  uh uh baby
uh uh i really love you baby
oh oh oh oh oh oh darlin
ohhhhh ohhhhhhh
Oh baby I still love you so
oh baby I still love you so oh oh
oh oh oh oh oh oh oh
baby, fire
oh  oh oh oh oh oh oh
fire
oh oh oh oh oh
oh yeah
fire
oh baby I still love you so"
21,Dancing Days ,"Dancing days are here again,
As the summer evenings grow.
I got my flower, I got my power,
I got a woman who knows.

I said it's alright,
You know it's alright,
I guess it's all in my heart.
You'll be my only,
My one and only,
Is that the way it should start?

Crazy ways are evident,
By the way you wearin' your clothes.
Sippin' booze is precedent,
As the evening starts to glow.

You know it's alright,
I said it's alright,
You know it's all in my heart.
You'll be my only,
My one and only,
Is that the way it should start?

Do Ya?

You told your mother I'd get you home,
But you didn't say that I got no car.
I saw a lion, he was standin' alone,
With a tadpole in a jar.

You know it's alright,
I said it's alright,
I guess it's all in my heart, heart, heart.
You'll be my only,
My one and only,
Is that the way it should start?

So dancing days are here again,
As the summer evenings grow.
You are my flower, you are my power,
You are my woman who knows.

I said it's alright,
You know it's alright,
You know it's all in my heart.
You'll be my only, yes
My one and only, yes
Is that the way it should start?
I know it is that."
22,Darlene ,"Darlene, oooh Darlene, oooh Darlene, 
Darlene, oh oh Darlene, oh oh Darlene 
oooh Come on baby give me some 

When I see you at that dance with your tight dress on 
Whatcha got it sure is fine 
I wanna get me some 

Darlene, woooh baby baby Darlene, oooh be my baby Darlene, 
ooh, come on baby... be my baby 

Darlene, ooh, Darlene, hey! hey! Darlene, oh oh 
Come back and be my sweet little girl 
When I see you on the street, it makes my heart go flitter 
I see you walkin with all those guys 
It makes me feel so sick 

And I don't care what people say 
And I don't care what they do 
Sweet child I gotta make you mine 
You're the only thing that I want: You! 
Baby Baby when you walk down the block, 
See the people (????) 
Woooh! Child! Oh ya drive me wild! 
I gotta do it really gonna try 

Oh baby, I got my car 
I'll take you as far 
I'm gonna take you every place 
I'm gonna boogie-woogie-woogie-woogie that's fine 

I'm gonna prove it, Darlene 
I'm gonna make ya my girl 
I'm gonna boogie, Darlene 
I'm gonna send ya in another world 

Cause I love Darlene, I gotta love 'er, Yes I do 
I've been savin all my money 
I've been workin all day long 
I gotta give it all back to you!"
23,Dazed and Confused ,"Been Dazed and Confused for so long it's not true.
Wanted a woman, never bargained for you.
Lots of people talk and few of them know,
soul of a woman was created below.

You hurt and abuse tellin' all of your lies.
Run around sweet baby, Lord how they hypnotize.
Sweet little baby, I don't know where you've been.
Gonna love you baby, here I come again.

Every day I work so hard, bringin' home my hard earned pay
Try to love you baby, but you push me away.
Don't know where you're goin', only know just where you've been,
Sweet little baby, I want you again.

Been dazed and confused for so long, it's not true.
Wanted a woman, never bargained for you.
Take it easy baby, let them say what they will.
Will your tongue wag so much when I send you the bill?"
24,Down By The Seaside ,"Down by the seaside. See the boats go sailin' 
Can the people hear, What the little fish are sayin' 

Oh, oh, the people turned away. Oh, the people turned away 

Down in the city streets, see all the folk go racin', racin' 
No time left, to pass the time of day 

The people turned away. The people turned away 
So far away, so far away 

See how they run, see how they run, see how they run, see how they run. 

Do you still do the twist 
Do you find you remember things that well 
I wanna tell you... Some go twistin' every day 
though sometimes it's awful hard to tell 

Out in the country, hear the people singin' 
Singin' 'bout their progress, knowin' where they're goin' 

Oh, oh, oh, oh, the people turned away 
Yes, the people turned away 

Sing loud for the sunshine, pray hard for the rain 
And show your love for Lady Nature. And she will come back again The people turned away 
The people turned away"
25,Dream On ,"Every time that I look in the mirror
All these lines in my face gettin' clearer
The past is gone;
It went by like dusk to dawn
Isn't that the way?
Everybody's got their dues in life to pay

I know nobody knows
Where it comes and where it goes
I know it's everybody's sin;
You got to lose to know how to win.

Half my life's in books' written pages,
Live and learn from fools and from sages
You know it's true,
All the feelings
Come back to you.

Sing with me,
Sing for the year,
Sing for the laughter and sing for the tear.
Sing it with me
If it's just for today,
Maybe tomorrow the good Lord will take you away.

Sing with me,
Sing for the year,
Sing for the laughter and sing for the tear.
Sing it with me
If it's just for today,
Maybe tomorrow the good Lord will take you away.

Dream on, dream on, dream on,
Dream yourself a dream come true.
Dream on, dream on, dream on,
Dream until your dream comes true.
Dream on, Dream on, Dream on, Dream on,
Dream on, Dream on, Dream on, Ah. Ah.

Sing with me,
Sing for the year,
Sing for the laughter and sing for the tear.
Sing it with me
If it's just for today,
Maybe tomorrow the good Lord will take you away.

Sing with me,
Sing for the year,
Sing for the laughter and sing for the tear.
Sing it with me
If it's just for today,
Maybe tomorrow the good Lord will take you away."
26,Everybody Makes It Through ,"Sunshine brings laughter,
Rainclouds brings me down.
I know forever after,
I need the light, keep me ground.
Whoa mama, I get so lonely.
In the rain, feel so blue
I want you to remember, I'm your one and only, woman.
Hey baby, hey baby, love you true!

Dream boy, on the river.
Oh blue skies, on my mind.
Ah the fields, seemed to glitter.
I know, I know, will bring you down!

Ah baby, I've got some thinking.
Whoa mama, strip my mind.
Hey baby, I took a drinking.
I know, I know come around!

In the light, in the light,

Oh girl, stop your crying.
Oh woman, dry your eyes.
Whoa tomorrow, the sun will be shining.
You won't remember all the tears you cried!

Hey baby, I think you wonder.
Hey baby, tears of joy.
Woman, tears of laughter.
Sweet ma, sweet ma, I'm coming home!
's all you got to do yeah!

With the light.
Everybody needs the light.

The light, 
's all you got to do now!

Light, light, light, in the light!
Light, light, light, in the light!"
27,Fixin' To Die ,"Feeling funny in my mind, Lord,
I believe I'm fixing to die, fixing to die
Feeling funny in my mind, Lord
I believe I'm fixing to die
Well, I don't mind dying
But I hate to leave my children crying
Well, I look over yonder to that burying ground
Look over yonder to that burying ground
Sure seems lonesome, Lord, when the sun goes down

Feeling funny in my eyes, Lord,
I believe I'm fixing to die, fixing to die
Feeling funny in my eyes, Lord
I believe I'm fixing to die
Well, I don't mind dying but
I hate to leave my children crying
There's a black smoke rising, Lord
It's rising up above my head, up above my head
It's rising up above my head, up above my head
And tell Jesus make up my dying bed.

I'm walking kind of funny, Lord
I believe I'm fixing to die, fixing to die
Yes I'm walking kind of funny, Lord
I believe I'm fixing to die
Fixing to die, fixing to die
Well, I don't mind dying
But I hate to leave my children crying."
28,Fool In The Rain ,"Well there's a light in your eye that keeps shining 
Like a star that can't wait for the night 
I hate to think I've been blinded baby 
Why can't I see you tonight? 

And the warmth of your smile starts a-burnin' 
And the thrill of your touch gives me fright 
And I'm shaking so much, really yearning 
Why don't you show up, make it all right? 
Yeah, it's all right. 

And if you promised you'd love so completely 
and you said you would always be true 
You swore that you would never leave me, baby: 
What ever happened to you? 

And you thought it was only in movies 
As you wish all your dreams would come true 
It ain't the first time believe me, baby 
I'm standin here feeling blue 
Yeah I'm blue 

Now I will stand in the rain on the corner 
I'll watch the people go shuffling downtown 
Another ten minutes no longer 
And then I'm turning around 

The clock on the wall's moving slower 
My heart it sinks to the ground 
And the storm that I thought would blow over 
Clouds the light of the love that I found 

Now my body is starting to quiver 
And the palms of my hands getting wet 
I've got no reason to doubt you baby, 
It's all a terrible mess 

I'll run in the rain till I'm breathless 
When I'm breathless I'll run till I drop, hey 
The thoughts of a fool's kind of careless 
I'm just a fool waiting on the wrong block, oh yeah 
Light of the love that I found..."
29,For Your Life ,"You said I was the only, With my lemon in your hand 
Exhibition is your habit, Emotion second hand. 
Had to pull away to save me, Maybe next time around 
And she said, 'don't you want it? 
Don't you want coca-coco-cocaine?
Hadn't planned to, could not stand to try it, fry it, na na na yeah.

Heard a cry for mercy, In the city of the damned 
Oh oh babe, damned. Down in the pits you go no lower
The next stop's underground.  Oh, hello underground.
Wine and roses ain't quite over, fate deals a losing hand
And I said: didn't mean to... did not mean to fail 
You didn't plan it, you over-ran it 

You wanna do it, you wanna 
You wanna do it when you wanna 
You wanna do it, do it when you wanna 

When you blow it, babe, You got to blow it right 
Oh baby, if you fake it, mama, Baby, fake with all your might 
When you fake it, mama, Please fake it right  (for yourself babe)

When you fake it baby,
You're fakin' it for your life, for your life, for your life, for your life 
Do it, do it, do it, do it, do it, Do it when you wanna 
Do it, do it, do it, Do it when you wanna 

Oh, I can have you, baby, But I don't know what to do, yeah 
Sometime, baby, nothin' I could do 
On the balance of a crystal, Payin' through the nose 
And when they couldn't resist you, I thought you'd go with the flow.

And now your stage is empty, bring down the curtain, baby please. 
Fold up your show 
Hadn't planned to, Could not stand to fry in it
Hadn't planned it, I over-ran it, (fryin) 
For your life, For your life."
30,Four Sticks ,"Oh, Baby, it's cryin' time, 
Oh, Baby, I got to fly. 
Got to try to find a way, 
Got to try to get away, 
'Cause you know I gotta get away from you, Babe. 

Oh, Baby, the river's red, 
Oh, Baby, in my head. 
There's a funny feelin' goin' on, 
I don't think I can hold out long. 

And when the owls cry in the night, 
Oh, Baby, Baby, when the pines begin to cry, 
Baby, Baby, Baby, how do you feel? 
If the river runs dry, Baby, 
How do you feel? 

Craze, Baby, the rainbow's end, 
Baby, it's just a den 
For those who hide, 
Who hide their love to depths of life 
And ruin dreams that we all knew so, Babe. 

And when the owls cry in the night, 
Oh, Baby, Baby, when the pines begin to cry, 
Oh, Baby, Baby, how do you feel? 
If the river runs dry, Baby, 
How do you feel? 

Baby, how do you feel?

Ooh yeah, brave I endure,
Ooh yeah, strong shields and lore,
And they can't hold the wrath of those who walk,
An' the boots of those who march.
Baby, through the roads of time so long ago."
