,Title,Lyrics
10,Deadly Kiss ,"Look into my face now
Stare into my eyes
Hellfire in my veins
in my veins
in my veins
in my vein, yeah.

I can see through your eyes,
Its no disguise to me,
I can see through the lies,
No one can make a fool of me.

Drowning in your lonliness,
Want to bring me down with you.
No one buys your innocence,
Gonna' break your walls in two.
Well in two,
Well in two.

No one buys it,
No one wanted to,
With you,
You,
Fuck you.

Dig your grave for two.

Walk my way,
Get out of my way.
Well I wanted you,
I saw right through ya.
Well I'm your man,
You'll understand,
You'll pay the price,
To live in a-paradise.

Look into my face now,
Stare into my eyes.
Hellfire in my veins,
In my veins,
In my veins,
In my vein yeah.

I can see through your eyes,
Well its no disguise to me.
I can see through the lies,
No one can make a fool of me.

I'm drowning in your lonliness,
Want to bring me down with you.
No one buys your innocence,
Gonna break your walls in two.
Well in two,
Well in two.

Well no one buys it,
No one wanted to,
With you,
You,
Fuck you.

Dig your grave for two."
11,Demon Cleaner ,"I've got the demons in me 
I've got to brush them all away 
I feel the demons rage 
I must clean them all away 

Yeah (yeah) 

Inside you see more of me 
Cobwebs in the way 
That magic cleaner will 
Shine his smile on me 

Yeah (yeah) 

I am the Demon Cleaner 
who saves the day 
I get the back one, 
important they'll always stay 
Yeah (yeah) 

If only one thing that you know 
Impostors from the show 
They'll try to trick you into 
Normal treatment 
Oh, don't you listen to them say 
Shush them all away 

I am the Demon Cleaner, 
the madman saver
I am the freedom bleeder, 
standing naked here to say 

I'm the only way
I'm the only way
I'm the only way
I'm the only way"
12,El Rodeo ,"johnny
and if you're trying to ride for free
oh johnny
it'll be the same I do to you

johnny
and if you wanna turn my knees(?)
oh johnny
it'll be the same I do to you

johnny
and if you're trying to ride for free
oh johnny
it'll be the same I do to you

yuh [some kind of grunt]

johnny
and if you wanna turn my knees
oh johnny
it'll be the same I do to you

johnny
and if you're trying to ride for free
oh johnny
it'll be the same I do to you

rodeo... johnny

yuh [some kind of grunt]

if you're trying to ride for free.... rodeo

rodeo
rodeo
rodeo
rodeo
rodeo
rodeo
rodeo
rodeo
rodeo"
13,Fatso Forgotso ,"It's hanging above you and it's over 
It's over your head 
Hovering slowly I hear words 
Too and I totally agree 
It ain't just you and me 

Since then you've been looking at me 
Like I been on your mind 
Everything would have been 
Don't take it like we're taking it home 

It's over your head 
It's over my head "
14,Fatso Forgotso Phase II ,"You lay it down and let it 
Teach you a lesson 
Lay it down but it's up in a second 
I thought it was something I could grip on 
I'm burning out like leaving the light on 

Well it ain't fair, it ain't done 
It ain't up to me "
15,Freedom Run ,"Freedom run [Repeat] 
Free to run [Repeat]... 
Freedom run [Repeat] 

No break through, 
I steal for you. 
I need ya, 
and there's nothing you can do, yeah. 

Walked hundred miles of desert sun, 
to grasp the chance that I'll be gone, 
be one with you, yeah. 

Freedom run [x3] 

Well I'll break through, 
Well I steal for you. 
Well I need ya, 
and there's nothing you can do, yeah. 

No form in past 
I hope you last. 
You're in my grasp 
I loved you ohS yeah yeah... "
16,Gardenia ,"one blow till I take ya down, I'll take ya down 
one smoke and your head spins around and around 
chrome bags, a million drags, a never lags, 
and old transform queen momma you've never seen 

hear a purrin' motor 
and she's a burnin' fuel 
push it over baby 
oh makin' love (un)to you 

power booster, I'm talkin' to god and more 
crank it up and above my head 
smell my shit eatin grin on the skids of my world 
six hundred sixty six miles per hour 

hear a purrin' motor 
and she's a burnin' fuel 
push it over baby 
oh makin' love..... 

hear a purrin' motor 
and she's a burnin' fuel 
oh baby burnin' 
push it over baby 
oh makin' love (un)to you 
makin' love (un)to you 
makin' 

get back, get back a rolling 
get back, get back a rolling 
get back, get back a rolling 
get back, get back the motherfucker 
get back, get back a rolling 
get back, get back the motherfucker 
get back, get back the motherfucker"
17,Gloria Lewis ,"When the feeling comes it always leaves, 
to the top of the hill, 
the hill of thieves. 
Brush that curious out. 
Hurry away. 
You've got the hole in your head to feel the breeze. 

If you're gonna ride, baby, 
ride a/the wild horse. 
I/we can't drink no more, 
but I'll/we'll try. 
You can't find us, baby, 
in the basement. 
And it/I slug your in your fucking hea"
18,Green Machine ,"[Verse 1]
I've got a war inside my head
It's got to set your soul free
I've got a wheel inside my head
A wheel of understanding

[Chorus]
I'm a loadin', loadin' my war machine
I'm contributing to the system
The break down scheme
I'm a shuttin' down
I'm shuttin' down your greed for green
I am here to gun it down, I gotta do

[Verse 2]
I see pretty flowers at my feet
Cool breeze, clean air, hospitality
Pretty please, pretty please, pretty please
Get the hell away from me

[Chorus]
I'm a loadin', loadin' my war machine
I'm contributing to the system
The break down scheme
I'm a shuttin' down
I'm shuttin' down your greed for green
I am here to gun it down, I gotta do

[Verse 1]
I've got a war inside my head
It's got to set your soul free
I've got a wheel inside my head
A wheel of understanding

[Chorus]
I'm a loadin', loadin' my war machine
I'm contributing to the system
The break down scheme
I'm a shuttin' down
I'm shuttin' down your greed for green
I am here to gun it down, I gotta do"
19,Happy Birthday ,"
Happy, happy birthday 
Two years dead today 
You can't keep me running 
You can't keep me from hiding from you 
Don't mess around with me 
I'm down to the wire 
And I'm burning 
I'm burning higher and higher and higher 
I keep on running 
I never seem to get away from you 
I can't escape the memories 
That haunt me every day and night 
Just you leave me alone 
I'm down to the wire 
And I am burning 
Higher and higher and higher "
20,Hurricane ,"I feel nothin', said I don't feel nothin'
And I won't feel nothing at all
I found somethin', said I really found somethin'
And I won't take nothin' at all

Get me up, get me up, now I've suffered
My life has blown me away
I can't breathe, said I can't breathe nothin'
And I won't fuckin' breathe at all

I feel nothin', said I don't feel nothin'
And I won't feel nothing at all
Found somethin', said I really found somethin'
And I won't take nothin' at all

Get me up, get me up, I've suffered
My life has done me away
Can't breathe, said I can't breathe nothin'
And I can't fuckin' breathe at all"
21,I'm Not ,"I'm not, 
Ready to leave this world. 
Bring as big a people, 
Well no one told me about them. 

Sometimes, well it doesnt seem to matter, 
But I'll make mine a good one. 
Up with the clouds of hate. 

Only, 
time, 
will tell, 
Time, will tell. 
Will tell. 

I'm not, 
Ready to leave this world. 
Bring as big a people. 
Well no one told me about them. 

Sometimes, well it doesnt seem to matter, 
But I'll make mine a good one. 
Up with the clouds of hate yeah... 

Well only, 
Time, 
Will tell, 
Well only 
Time, will tell. 
Well only time. 

Well only time will tell. 

Takin' it yourself, 
Well only time will tell. 
Yeah. 

Only. 
Time 
Will tell 
Only, 
Time, tell. 

Well only time will tell. 
Well only time will tell. 

Well I'm not, 
Ready to leave this world. 
Bring as big a people, 
Well no one told me about them. 

Sometimes, well it doesnt seem to matter, 
But I'll make mine a good one. 
Up with the clouds of hate yeah... 

Only. 
Time 
Will tell 
Only, 
Time, will tell. 
Only, time."
22,If Only Everything ,"If it gets you down 
Well then I want it 
If it gets you up, well 
I don't want it 
Lets you down 
So broken hearted 
If it gets you down 
Well then I want it 

If only we're nothing at all 

So blow my mind 
It's just so crazy 
Those long, long days 
Just make it eighty 
So roll the wheel 
And there it goes 
And where it stops 
You never know 
If it gets you down 
Then just don't blame me 

If only we're nothing at all"
23,Into the Void ,"Rocket engines burning fuel so fast 
Up into the night sky they blast 
Through the universe the engines whine 
Could it be the end of man and time 
Back on earth the flame of life burns low 
Everywhere is misery and woe 
Pollution kills the air, land, and sea 
Man prepares to meet his destiny 

Rocket engines burning fuel so fast 
Up into the black sky so vast 
Burning metal through the atmosphere 
Earth remains in worry, hate and fear 
With the hateful battles raging on 
Rockets flying to the glowing sun 
Through the empires of eternal void 
Freedom from the final suicide 

Freedom fighters sent out to the sun 
Escape from brainwashed minds and pollution 
Leave the earth to all its sin and hate 
Find another world where freedom waits 

Past the stars in fields of ancient void 
Through the shields of darkness where they find 
Love upon a land a world unknown 
Where the sons of freedom make their home 
Leave the earth to Satan and his slaves 
Leave them to their future in their grave 
Make a home where love is there to stay 
Peace and happiness in every day "
24,Isolation ,"Did your walls of sin, 
Crumble at your feet? 
Does the blood on your face, 
And your hands taste too sweet? 

And in my mind, 
You were looking fine. 
Well isolation. 
Well and inside, you ain't fine to me 
Well isolation, desolation. 

Don't wait for me, 
Well at the edge of the world. 
Yeah, don't come to me at all. 
The way you look and think of me, 
Well it's much, 
much, 
much, 
much too strong. 

And in my mind 
You were looking fine 
Well isolation. 
Well and inside, you ain't fine to me. 
Well isolation, desolation. 

Don't wait for me, 
Well at the edge of the world. 
Yeah, don't come to me at all yeah. 

The way you look and think of me, 
Well it's much, 
much, 
much, 
much too strong. 

And in my mind, 
You were looking fine. 
Well isolation. 
Well and inside, you ain't fine to me, 
Well isolation, desolation."
25,Isolation Desolation ,"Wait for me
At the edge of the world
Don't come to me if you're not quite sure
Do you feel the emptiness inside your soul
Did it break that heart of coal

Did your walls of sin
Crumble at your feet
Does the blood on your face
And on your hands, taste too sweet

In my mind you ain't lookin fine
So isolation
And inside you ain't fine to me
So isolation desolation

Don't wait for me
At the edge of the world
Don't come to me at all
The way you look
And think of me
Is much much much
Too small"
26,Katzenjammer ,"I want a girl and not a pearl. 
I want a girl who'll take me home. 
A kind is nice and will get me 
where i want to go. yeah. 
Theres been a lover to ignore me, 
To ask me the one who knows. 
If I tell the car, run the other, 
Will it end from there? 
Take a look underneath the hood, 
And I won't be friends. 

Baby in my motor, 
Make my blood boil, 
Be on her. 

Baby in my motor, 
Make my blood boil, 
Be on her. 

Blue Shaddows on the track. 

Run your fingers through my hair, 
Use my Dodger to get me there. 
Line my seats with everybody there. 
Oh my god then baby will last, 
Its got little hands and baby blue eyes, 
Mine who will last when my baby will lie. 

Baby in my motor, 
Make my blood boil, 
Be on her. 

Baby in my motor, 
Make my blood boil, 
Be on her. 

Baby in my motor, 
Make my blood boil, 
Be on her. 

Baby in my motor, 
Make my blood boil, 
Be on her. 

yeah."
27,King ,"Hey, you 
You're on your knees 
You say you love me 
So prove it to me 
Cause I'll never... 
Say it to you 
No I'll never, ever, ever 
Say i love you 
Truth hurts... "
28,Love Has Passed Me By ,"Do I look blind?
Or deaf?
Or dumb to you?

Do you see burning pictures on my face?

It didn't take long
To figure out whats wrong with you
Fuck Off, well I'll put you in your place

Could it be
That love has passed me by?
And could it be
You're just a thorn in my side?
And all I see
Is that your walking away from me?
And all I know
Is that you'll never change me

This hate in me
Well it's burning in my veins
I'm gonna' take it out on you
Well and make you feel my pain yeah
Cold carresses
Well as you walk away
Baby, things arent
Supposed to be that way, no no

Could it be
That love has passed me by?
And could it be
You're just a thorn in my side?
And all I see
Is your walking away from me?
And all I know
That you'll never...

Do I look blind?
Or deaf?
Or dumb to you?

Do you see burning pictures on my face?

It didn't take long
To figure out, whats wrong with you
Fuck Off, well I'll put you in your place yeah"
29,Mondo Generator ,"Ah! Who's gonna take you there/tell you that? 
You're such a good way back...long [x3] 
way from here. 

Yeah, down 

What's the difference? 
What do you do? 
Mondo generator. 
Well, I try to cross the edge. 
Well, who, who can find me there? 

I want to find you there, I'm never coming. 
Who was the tragic fool? What's wrong with my head? 

You try to match it without a hope in hell, you're such a fool. 
I cannot take you there. 
What does [x3] it take? 
Every time I knew you, you try to, I can't hear you there. 

There's something there. 
You try to match it without a hope in hell, you fucking fool. 
What fucking difference does it make? 
There's nothing left but what goes up [x4] 
I gotta do something or what will happen there might fuck. 

When you look back you gotta a long way to go there (there). 
What the fucking hell is going on? 
I tried more and more (more!!!). 
I gotta give. 
Get back, you gotta give. 
Oh [x3]. (Oh) "
30,N.O. ,"I wake up tomorrow today
Just help me find my head
I could be dead

Where to go, what to say
When you're crossin' my line
Oh, give me time, give me time
Oh, just like they said

I live my life alone
Never going home
Just like they said
It's just a song to sing, it's just a song to sing

I wake up tomorrow today
Just help me find my head
I could be dead

Where to go, what to say
When you're crossin' my line
Oh, give me time, give me time
Oh, just like they said

I live my life alone
Never going home
Just like they said
It's just a song to sing, it's just a song to sing

Give me love, give me love
Give me love
Well, just like they said"
31,Odyssey ,"Take one to the mountain
Take one to the sea
Take one to the belly of the beast
And then you'll take one with me

Shut it
Shut it

Freezing in the fires
Well I oughta howl your name
Once you return from the belly of the beast
You're never quite the same

Shut it, shut it on
Shut it, shut it on

Fire on the mountain
And it rages out of control
The fire inside the belly of the beast
Well it burns, then wraps your soul

Shut it, shut it on
Shut it, shut it on"
32,One Inch Man ,"[Verse 1]
One inch man, lonely soul
Two inch man (two inch man), gimme more
Five steps and back, get him back
Three steps enough, get him up

[Chorus]
Always so lonely, lonely, lonely x2

[Verse 2]
One inch man, lonely soul
Two inch man, gimme more

[Chorus]
Always so lonely, lonely, lonely
One inch man, he's so lonely, oh, he's breathing

[Bridge]
Damn my thoughts for you, do you really wanna fuck me?
Love my time for you, do you really wanna hold me?
Had my time for you, do you really wanna hold me?
Love my time for you, do you really wanna?

[Chorus]
Always so lonely, one inch man, he's breathin'
Always so lonely, lonely, lonely
One inch man, he's so lonely, oh!"
33,Phototropic ,"Under light, that I have never seen
Go to the light, reach up to the beam
Under light, under light
Reach up to the sun or you can run

Found the roof, the smallness of it all
Found the roof, you will never fall
You'll never
You'll never
You'll never
You'll never"
34,Size Queen ,"So clean, so blue and it's so deep 
Shallow 
Refreshing bowl and it's so clear 
Shallow 
Best thing I've seen in my whole life 
Shallow 
You must return me to your beach 
Shallow 
So I dive,inches to the ground 
Now allright 
Inches to the ground 
So clean, so blue and it's so deep 
Shallow 
Refreshing bowl and it's so clear 
Shallow 
Best thing I've seen in my whole life 
Shallow 
You must return me to your beach 
Shallow 
So I dive, inches to the ground 
Now allright 
Inches to the ground 
So I dive,inches to the ground 
Yeah "
35,Son of A Bitch ,"God damn Son Of a bitch. 

God damn son of a bitch. 
God damn son of a bitch. 
God damn son of a bitch. 
God damn son of a bitch 

God damn son of a bitch, 
See the young ones play, 
And say what you want to hear. 

You have a-long legs, 
Long Hair, 
Big tits, 
You got a big arse. 
Your butt/pot will never last. 
Never Last... 

God damn son of a bitch. 
God damn son of a bitch. 
God damn son of a bitch. 
God damn son of a bitch 

God damn son of a bitch, 
See the young ones say, well and play, 
What they want to hear, from you. 

You say your not fucking with them, 
You say they are fucking with you, 
Compete with them and you'll never win, 
Never Win... 

God damn son of a bitch. 
God damn son of a bitch. 
God damn son of a bitch. 
God damn son of a bitch 

Well its cold where we come from, 
But not to make me freeze. 
I look around me at what I see, 
The world deeper than before, 
They put a change in me, 
Things are looking pretty blurry. 
I keep a wishing she would wake me, 
And tell me it was just a bad dream, 
But I guess your gonna' be awakened, 
Well your already wakened to reality. 
Yeah..... 

God damn son of a bitch. 
God damn son of a bitch. 
God damn son of a bitch. 
God damn son of a bitch."
36,Space Cadet ,"I'm standing alone on the cliffs of the world. 
No one ever tends to me. 
Sitting alone, covered in rays. 
Some things are so my mind can breath 

Waiting is hard 
Fucking takes so long 
Draped in sun - hands in sand 
Earth acid cleanses me, cleanses me clean 
But the world, it never comes 

It never comes 
It never comes 
It never comes 

I lay on my side in the edge of the room 
She never expects anything from me 
When all the days - the days of the year 
I know I miss that part of me. 

Waiting is hard 
Fucking takes so long 
Draped in sun, hands in sand 
Earth acid cleanses me, cleanses me clean 
But the world it never comes 

It never comes 
It never comes 
It never comes 
It never comes 
It never comes"
37,Spaceship Landing ,"You've been in back of me (yeah)
Feeling sent to me (yeah)
I'm tired of the word
When my back ain't around here

No more you and me (yeah)
No more listening (yeah)
Tired of your word
All your words are so backwards

Being as lost as can be (yeah)
Touch of purity (yeah)
If you're gonna go now
Well I wanna go with you

Uh, oh
Uh, oh

Oh yeah, you're a fucked up man
With a fucked up plan
Oh yeah, you're a fucked up man
With a fucked up plan
Oh yeah, you're a fucked up man
With a fucked up plan
Oh yeah, oh yeah

Did I say too much?
You didn't want me to hear
Did I say too much?
I didn't want me to see here
Did I hate too much?
I'm not sure I should leave here
Did I hate too much?
I'm thinking someone should bleed here

Why the finger? it's all right
Me and you could, it's all right
Straighten me out, it's all right
Guiding light, it's all right

There you go, it's all right
Wait up and turn me in, it's all right
Help you out man, it's all right
Help me in, I just might"
38,Supa Scoopa And Mighty Scoop ,"Don't try to take me away, 
Like I can't live without you, 
Today, makin' love tomorrow, 
So way, swooping you're so fragile, 
Die today, you disgrace the mortal. 

Fight me lately, 
Tried to someone, 
We've been laughing, 
Since you've been gone, 
And I want to know, 
Did you all enjoy the show? 
It's so sad to see you go 

And you know
I'm home!
Alone!
Always on his own!

Hanging low today, 
I replace the highway, 
Love the only way, 
Licking hands the wrong way, 
So I bare to see you go, 
It's so sad to see you go, 
I just thought I'd let you know 

And you know
I'm home!
Alone!
Always on his own!"
39,Tangy Zizzle ,"Yeah, yeah, put it in gear, baby. 
Hell yeah, that's a what I like about you, baby, 
you're always on time."" 

Wherever you go is where I go. 
Whatever you say keeps it running. 
When the wind blows, 
when the sky breaks, 
to the horizon, 
and believe it. 

Where you want me to be. 

In the morning when it's raining, 
I couldn't believe it, 
no complaining. 
Fuck the others, 
fuck the teachers, 
they've never known this, 
is he crazy? "
40,The Law ,"Darkness, imprisoning me. 
Feeling, that darkness in me. 

Me and it's you, and I run over you. 
So let me be. 
Swing low, 
Into the blood off of me. 

Me and lie on the streets of law, 
Breaking down the road. 
So bringing me down, 
Well in to the ground. 
No one sees me, and no one talks, 
Cuz we all know it to be mine. 

Me and lie on the streets of law, 
Breaking down the road. 
So bringing me down, 
Well in to the ground. 
No one sees me, and no one talks, 
Cuz we all know it to be mine. 

yeah. 
yeah. 
yeah. 

[whispered] 
yeah, spend 
spend yeah. 
yeah, spend 
yeah, spend 
yeah. 
yeah. 
yeah. 
yeah. 
[whispered] 

Yeah. 

Darkness imprisoning me, 
Feeling, that darkness in me. 

Me and it's you, and I run over you. 
So let me be. 
Swing low, 
Into the blood off of me."
41,The Low ,"Darkness, imprisoning me. 
Feeling, that darkness in me. 

Me and it's you, and I run over you. 
So let me be. 
Swing low, 
Into the blood off of me. 

Me and lie on the streets of law, 
Breaking down the road. 
So bringing me down, 
Well in to the ground. 
No one sees me, and no one talks, 
Cuz we all know it to be mine. 

Me and lie on the streets of law, 
Breaking down the road. 
So bringing me down, 
Well in to the ground. 
No one sees me, and no one talks, 
Cuz we all know it to be mine. 

yeah. 
yeah. 
yeah. 

[whispered] 
yeah, spend 
spend yeah. 
yeah, spend 
yeah, spend 
yeah. 
yeah. 
yeah. 
yeah. 
[whispered] 

Yeah. 

Darkness imprisoning me, 
Feeling, that darkness in me. 

Me and it's you, and I run over you. 
So let me be. 
Swing low, 
Into the blood off of me. "
42,Thee Ol' Boozeroony ,"You gotta hear it, man
Don't do this to me"
43,Thong Song ,"I don't need a seance 
I don't read grey lines 
I signed it away 
way long 
I hate, slow songs 

whoa yeah, 
I don't even care 
whoa yeah, 
I go over there 

my hair is, 
real long 
no brains 
all groin
no shoes 
just thongs, 
I hate, slow songs 

whoa yeah, 
you cry like I care 
whoa yeah, 
buck naked and there... 

hooray, hooray for you 
hooray, hooray for you 
hooray, hooray for you 
hooray, hooray for you 
hooray, hooray for you 
hooray, hooray for you"
44,Thumb ,"you don't seem to understand the deal, 
I don't give two shits on how you feel, 
you're burned by my lighter, 
you've been burned by my lighter, 
and my lighter is held down by my thumb 

you're living in thought so 
you're living in thought so 
you're living in thought so... 

you tried to turn me off 
but you couldn't even turn me down 
as I sat and I told you were living in hell 

you're in desert ground 
and now you've found 
my foreman and you 
and you'll since I got in this well... 

you're living in thought so 
you're in thought so 
you're in thought so..."
45,Whitewater ,"Oh sunshine, 
The loving beauty, 
Pass me by, 
Should I waste my time 
In your valley, 
Beneath your sky? 

Aah 
Aah 
Aah 
Aah, I am home 

You move your own mountain, 
The trees have grown, 
The trees have grown, 
Now it's over, 
Now it's over and I'm coming home 

Aah 
Aah 
Aah 
Aah, I am home"
46,Window Of Souls ,"
Two worlds separate us 
I'm alone and waiting - 
Waiting for you 
Little princess 
Come by my side 
Come around 
Come around to me 
Endless waiting for you 
Time has held me back no more 
End is waiting for you 
No one can keep me from you 
My life long dream 
Come to me for sure 
Vowed eternal soul 
Now envelope me... 
I offer thee all... 
All for you 
Soul stealer, it's time to be 
Spirit away now... "
47,Writhe ,"Everyone seems to be singing for Satan 
Guess I will to. 
What a joke, 
You make me laugh, 
Till I turn blue. 

Any tailor's out to ware, 
What a menhir looking crew. 
I don't think I'll tease my hair, 
I'd rather sit here teasing you. 

Won't you writhe like snakes down on the floor 
Out you go and he done one hundred and more. 

I seem to've lost my cowboy boots 
with the fringe runnin' down the side 
my sewing machine has made me green 
'cuz my jeans didn't turn out tight 

And all these ruins I took for you, 
you keep my limit alive. 
Your smile rolls away for miles, 
and your kiss makes it worth the ride. "
