epoch,accuracy,loss,precision,recall
31,0.32943570613861084,3.2223074436187744,0.8868518471717834,0.14774936437606812
32,0.3356986343860626,3.195056200027466,0.8882701396942139,0.1525622457265854
33,0.34044981002807617,3.171229124069214,0.8921893835067749,0.15752938389778137
34,0.3417455852031708,3.1457228660583496,0.8908651471138,0.15916453301906586
35,0.3429179787635803,3.1181530952453613,0.8883618712425232,0.16178694367408752
36,0.3511245548725128,3.088674545288086,0.883190393447876,0.16842007637023926
37,0.35124796628952026,3.080048084259033,0.886599600315094,0.16860519349575043
38,0.3557831645011902,3.061220645904541,0.8836915493011475,0.1725233644247055
39,0.35760343074798584,3.038451671600342,0.8848223686218262,0.17752136290073395
40,0.36010241508483887,3.03027606010437,0.8774360418319702,0.1777990311384201
41,0.36312592029571533,3.0046699047088623,0.8838651180267334,0.1803288757801056
42,0.36596426367759705,2.990769386291504,0.8792750835418701,0.1856045424938202
43,0.3660876750946045,2.975689649581909,0.8857308626174927,0.1884429156780243
44,0.36935797333717346,2.964508056640625,0.8845002055168152,0.1913738250732422
45,0.37222719192504883,2.9486632347106934,0.8850492835044861,0.19121956825256348
46,0.37472617626190186,2.9287517070770264,0.8821819424629211,0.19658778607845306
47,0.37611451745033264,2.9111037254333496,0.8772677183151245,0.19692716002464294
48,0.37666985392570496,2.9034407138824463,0.8786143064498901,0.1987474113702774
49,0.38367322087287903,2.8815035820007324,0.8766975998878479,0.20115385949611664
50,0.3846913278102875,2.8655447959899902,0.8832359313964844,0.20513373613357544
51,0.38219234347343445,2.8838205337524414,0.8751316070556641,0.20519544184207916
52,0.38533923029899597,2.860194206237793,0.8760666847229004,0.20587418973445892
53,0.38546261191368103,2.848552942276001,0.8769170045852661,0.20639866590499878
54,0.38941165804862976,2.825244903564453,0.8791741132736206,0.21281585097312927
55,0.3919106423854828,2.8079307079315186,0.8773525357246399,0.21429672837257385
56,0.39095425605773926,2.8213083744049072,0.8739827275276184,0.21204455196857452
57,0.39274364709854126,2.795447587966919,0.8750764727592468,0.22065220773220062
58,0.3920648992061615,2.7954206466674805,0.8718799948692322,0.21877025067806244
59,0.3961990475654602,2.776341438293457,0.8785445094108582,0.22271928191184998
60,0.39950019121170044,2.775493860244751,0.8797029256820679,0.22290438413619995
61,0.3961373567581177,2.7636666297912598,0.8674741983413696,0.2253725379705429
62,0.40224599838256836,2.7508745193481445,0.8729295134544373,0.22762471437454224
63,0.3975565433502197,2.754347562789917,0.8745553493499756,0.2275630086660385
64,0.4061024785041809,2.7297604084014893,0.8774985671043396,0.23160460591316223
65,0.40101194381713867,2.739513397216797,0.8720617294311523,0.23006200790405273
66,0.4047450125217438,2.727776288986206,0.8743188381195068,0.23265355825424194
67,0.40742912888526917,2.7078909873962402,0.876331627368927,0.23348656296730042
68,0.4113781452178955,2.695284843444824,0.8737974166870117,0.23817604780197144
69,0.4099898040294647,2.7012276649475098,0.8692611455917358,0.23774410784244537
70,0.40702804923057556,2.6924970149993896,0.8665012717247009,0.23709622025489807
71,0.41214945912361145,2.68475604057312,0.8766770958900452,0.24190911650657654
72,0.4127047657966614,2.671207904815674,0.875207781791687,0.243636816740036
73,0.41264307498931885,2.666658639907837,0.8700757026672363,0.244624063372612
74,0.4172091484069824,2.6568655967712402,0.8696619272232056,0.24126122891902924
75,0.4199241101741791,2.6349399089813232,0.8681011199951172,0.24894332885742188
76,0.41801127791404724,2.6491317749023438,0.8710688352584839,0.24866566061973572
77,0.4212198853492737,2.625572919845581,0.8702511191368103,0.25017738342285156
78,0.4161601960659027,2.6460413932800293,0.8652051091194153,0.24595069885253906
79,0.4200475215911865,2.62778639793396,0.8733354806900024,0.25292322039604187
80,0.4206337034702301,2.6222565174102783,0.871833086013794,0.252676397562027
81,0.4209730625152588,2.62742018699646,0.8704767823219299,0.2523370385169983
82,0.42180606722831726,2.6059658527374268,0.8711695671081543,0.2534785568714142
83,0.4221145808696747,2.610149621963501,0.8635879755020142,0.2503933608531952
84,0.4221763014793396,2.604743003845215,0.8661792874336243,0.25221362709999084
85,0.42393484711647034,2.5938525199890137,0.8695288896560669,0.2568105459213257
86,0.4243050515651703,2.5988290309906006,0.8645100593566895,0.2539413273334503
87,0.4240582585334778,2.5954203605651855,0.8666118383407593,0.26017338037490845
88,0.4297966957092285,2.5743813514709473,0.8677226901054382,0.26026594638824463
89,0.4256625473499298,2.5844502449035645,0.8688827157020569,0.2612840533256531
90,0.43130841851234436,2.5662851333618164,0.8650592565536499,0.2634436786174774
91,0.43056797981262207,2.568209648132324,0.8652037382125854,0.26396816968917847
92,0.43180206418037415,2.552396059036255,0.8651458621025085,0.2644309401512146
93,0.43189460039138794,2.561032772064209,0.8597230315208435,0.2643383741378784
94,0.43251165747642517,2.5485799312591553,0.8668067455291748,0.26723846793174744
95,0.43106162548065186,2.548239231109619,0.8629729151725769,0.26813316345214844
96,0.4368000626564026,2.5391900539398193,0.8631017208099365,0.2693980932235718
97,0.4361213147640228,2.5466911792755127,0.8654338121414185,0.27143430709838867
98,0.43902137875556946,2.5098068714141846,0.8669796586036682,0.27347052097320557
99,0.44111931324005127,2.51949405670166,0.8697875738143921,0.2728534936904907
100,0.43698516488075256,2.521623373031616,0.863104522228241,0.2731002867221832
101,0.4400394856929779,2.5074939727783203,0.8638388514518738,0.27519822120666504
102,0.43895968794822693,2.5122082233428955,0.8608426451683044,0.2748279869556427
103,0.4388362765312195,2.507242202758789,0.8603842854499817,0.2749205529689789
104,0.44469812512397766,2.501905918121338,0.8589928150177002,0.2762780487537384
105,0.4389288127422333,2.507836103439331,0.862544596195221,0.2758769690990448
